name,email,phone,bio_url,img_url,city,state,population,city_site_url,next_election
David D.F. Uran,webmaster@crownpoint.in.gov,219-662-3250,https://www.crownpoint.in.gov/department/index.php?structureid=20,https://i2.wp.com/secure.usmayors.org/mayorphotos/0034N00002oIeN3.png?w=1100&ssl=1,Crown Point,IN, 30059,https://www.crownpoint.in.gov/,2023-11-07
Jess Alumbaugh,jalumbaugh@marionindiana.us,756-662-9931,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Alumbaugh_Jess!699.jpg?w=1100&ssl=1,Marion,IN, 29948,http://www.marionindiana.us,2019-11-05
Quinton Lucas,quinton.lucas@kcmo.org,816-513-3500,https://www.kcmo.gov/city-hall/city-officials/mayor-quinton-lucas,https://i0.wp.com/secure.usmayors.org/mayorphotos/Lucas_Quinton!54759.jpg?w=1100&ssl=1,Kansas City,MO, 491918,http://www.kcmo.org,2023-06-20
Brandon Whipple,bwhipple@wichita.gov,316-268-4331,https://www.wichita.gov/Council/Pages/Mayor.aspx,https://i2.wp.com/secure.usmayors.org/mayorphotos/Whipple_Brandon!54832.jpg?w=1100&ssl=1,Wichita,KS, 389255,http://www.wichitagov.org,2023-11-07
Frank D. Scott Jr.,mayorscott@littlerock.gov,501-371-4744,https://www.littlerock.gov/city-administration/mayors-office/,https://i1.wp.com/secure.usmayors.org/mayorphotos/Scott_Frank!54466.jpg?w=1100&ssl=1,Little Rock,AR, 197881,http://www.littlerock.gov,2022-11-08
Carl R. Gerlach,carl.gerlach@opkansas.org,913-895-6000,http://www.opkansas.org/City-Government/Mayor-Carl-Gerlach,https://i2.wp.com/secure.usmayors.org/mayorphotos/Gerlach_Carl!874.jpg?w=1100&ssl=1,Overland Park,KS, 192536,http://www.opkansas.org,2021-11-02
David Alvey,dalvey@wycokck.org,913-573-5010,http://www.wycokck.org/Mayor/Biography.aspx,https://i1.wp.com/secure.usmayors.org/mayorphotos/Alvey_David!53998.jpg?w=1100&ssl=1,Kansas City,KS, 152958,http://www.wycokck.org,2021-11-02
John Bacon,jbacon@olatheks.org,913-269-6305,https://www.olatheks.org/government/city-council/councilmembers/john-bacon,https://i1.wp.com/secure.usmayors.org/mayorphotos/0034N000034BCkg.jpg?w=1100&ssl=1,Olathe,KS, 139605,http://www.olatheks.org,2023-11-07
Michelle De La Isla,mayor@topeka.org,785-368-3710,https://www.topeka.org/mayor/,https://i0.wp.com/secure.usmayors.org/mayorphotos/0036100001K1ao6AAB.jpg?w=1100&ssl=1,Topeka,KS, 125904,http://www.topeka.org,2021-11-02
Jennifer Ananda,jananda@lawrenceks.org,785-840-8255,https://lawrenceks.civicweb.net/portal/members.aspx?id=10,https://i1.wp.com/secure.usmayors.org/mayorphotos/Ananda_Jennifer!54954.jpg?w=1100&ssl=1,Lawrence,KS, 97286,http://www.lawrenceks.org,2021-01-01
George B. McGill,mayor@fortsmithar.gov,479-784-2437,,https://i2.wp.com/secure.usmayors.org/mayorphotos/McGill_George!54500.jpg?w=1100&ssl=1,Fort Smith,AR, 87845,http://www.fortsmithar.gov,2022-11-08
Lioneld Jordan,mayor@fayetteville-ar.gov,479-575-8330,http://www.accessfayetteville.org/526/Mayor,https://i2.wp.com/secure.usmayors.org/mayorphotos/Jordan_Lioneld!386.jpg?w=1100&ssl=1,Fayetteville,AR, 86751,http://www.accessfayetteville.org,2020-11-03
Doug Sprouse,dsprouse@springdalear.gov,479-750-8114,http://www.springdalear.gov/department/mayor_office/mayor_s_biography.php,https://i0.wp.com/secure.usmayors.org/mayorphotos/Sprouse_Doug!2821.jpg?w=1100&ssl=1,Springdale,AR, 81029,http://www.springdaleark.org,2020-11-03
Harold Perrin,hperrin@jonesboro.org,870-932-1052,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Perrin_Harold!568.jpg?w=1100&ssl=1,Jonesboro,AR, 76990,http://www.jonesboro.org,2020-11-03
Greg Hines,ghines@rogersar.gov,479-621-1117,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Hines_Greg!2681.JPG?w=1100&ssl=1,Rogers,AR, 67600,http://www.rogersar.gov,2020-11-03
Bart Castleberry,mayor@cityofconway.org,501-450-6110,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Castleberry_Bart!53224.jpg?w=1100&ssl=1,Conway,AR, 66426,http://www.cityofconway.org,2020-11-03
Joe A. Smith,mayor@nlr.ar.gov,501-975-8601,http://nlr.ar.gov/government/a_z_department_list/mayor_s_office,https://i2.wp.com/secure.usmayors.org/mayorphotos/Smith_Joe!830.jpg?w=1100&ssl=1,North Little Rock,AR, 66127,http://nlr.ar.gov,2020-11-03
Michelle Distler,mdistler@cityofshawnee.org,913-631-2500,http://www.cityofshawnee.org/WEB/ShawneeCMS.nsf/b62f116aa62dde94862575680053ac82/300d58773f7a091d8625757e004bee08?OpenDocument,https://i1.wp.com/secure.usmayors.org/mayorphotos/Distler_Michelle!1082.jpg?w=1100&ssl=1,Shawnee,KS, 65845,http://www.cityofshawnee.org,2023-11-07
Michael A. Boehm,mboehm@lenexa.com,913-477.7567,http://www.lenexa.com/government/lenexa_city_council/mayor_michael_boehm,https://i0.wp.com/secure.usmayors.org/mayorphotos/Boehm_Michael!633.JPG?w=1100&ssl=1,Lenexa,KS, 55294,http://www.ci.lenexa.ks.us,2023-11-07
Usha Reddi,ureddi@cityofmhk.com,785-587-2404,https://cityofmhk.com/2062/Mayor-Usha-Reddi,https://i1.wp.com/secure.usmayors.org/mayorphotos/Reddi_Usha!54856.jpg?w=1100&ssl=1,Manhattan,KS, 54959,http://www.cityofmhk.com,2020-12-01
Stephanie Orman,sorman@bentonvillear.com,479-271-3112,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Orman_Stephanie!54465.jpg?w=1100&ssl=1,Bentonville,AR, 51111,http://www.bentonvillear.com,2022-11-08
Mike Hoppock,citycommission@salina.org,785-309-5700,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Hoppock_Mike!54948.jpg?w=1100&ssl=1,Salina,KS, 46716,http://www.ci.salina.ks.us,2021-01-11
Shirley Washington,mayor@cityofpinebluff.com,870-730-2000,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Washington_Shirley!53296.jpg?w=1100&ssl=1,Pine Bluff,AR, 42271,http://www.cityofpinebluff.com,2020-11-03
Jade Piros de Carvalho,jade.pirosdecarvalho@hutchgov.com,620-200-1167,,https://i1.wp.com/secure.usmayors.org/mayorphotos/PirosdeCarvalho_Jade!54953.jpg?w=1100&ssl=1,Hutchinson,KS, 40623,http://www.hutchgov.com,2021-01-01
Pat McCabe,pmccabe@levihospital.com,501-276-1409,https://www.cityhs.net/directory.aspx?EID=384,https://i1.wp.com/secure.usmayors.org/mayorphotos/McCabe_Pat!54439.jpg?w=1100&ssl=1,Hot Springs,AR, 37169,http://www.cityhs.net,2022-11-08
Tom Farmer,info@bentonar.org,501-776-5906,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Farmer_Tom!54464.jpg?w=1100&ssl=1,Benton,AR, 36403,https://www.bentonar.org,2022-11-08
Myron Griswold,mgriswold@firstcity.org,913-240-1295,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Griswold_Myron!54949.jpg?w=1100&ssl=1,Leavenworth,KS, 36062,http://www.lvks.org,2021-01-05
Peggy J. Dunn,peggyd@leawood.org,913-663-9101,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Dunn_Peggy!2184.JPG?w=1100&ssl=1,Leawood,KS, 34689,http://www.leawood.org,2020-11-03
Virginia Hillman Young,vyoung@cityofsherwood.net,501-835-6620,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Young_Virginia!3616.jpg?w=1100&ssl=1,Sherwood,AR, 31237,http://www.cityofsherwood.net,2022-11-08
Allen L. Brown,ab@allenbrownmayor.com,870-773-1923,http://arkansas.txkusa.org/?page_id=860,https://i0.wp.com/secure.usmayors.org/mayorphotos/Brown_Allen!54467.jpg?w=1100&ssl=1,Texarkana,AR, 29972,http://arkansas.txkusa.org,2022-11-08
Peter Christie,pchristie@bellavistaar.gov,,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Christie_Peter!54762.jpg?w=1100&ssl=1,Bella Vista,AR, 28511,https://www.bellavistaar.gov,2020-10-19
Greg Fischer,greg.fischer@louisvilleky.gov,502-574-2003,https://louisvilleky.gov/government/mayor-greg-fischer/about-mayor-fischer,https://i2.wp.com/secure.usmayors.org/mayorphotos/0036100000IFgDWAA1.jpg?w=1100&ssl=1,Louisville,KY, 620118,http://www.louisvilleky.gov,2022-11-08
Linda Gorton,mayor@lexingtonky.gov,859-258-3100,https://www.lexingtonky.gov/about-mayor-linda-gorton,https://i2.wp.com/secure.usmayors.org/mayorphotos/Gorton_Linda!54526.jpg?w=1100&ssl=1,Lexington,KY, 323780,http://www.lexingtonky.gov,2022-11-08
Bruce Wilkerson,bruce.wilkerson@bgky.org,270-392-0817,http://www.bgky.org/citycommission/mayor_bruce_wilkerson.php,https://i0.wp.com/secure.usmayors.org/mayorphotos/Wilkerson_Bruce!129.JPG?w=1100&ssl=1,Bowling Green,KY, 68401,http://www.bgky.org,2020-11-03
Tom Watson,mayor@owensboro.org,270-687-8561,https://www.owensboro.org/page/board-of-commissioners-biographies,https://i1.wp.com/secure.usmayors.org/mayorphotos/Watson_Tom!53243.jpg?w=1100&ssl=1,Owensboro,KY, 59809,http://www.owensboro.org,2020-11-03
Joseph U. Meyer,jumeyer@covingtonky.gov,859-292-2334,http://www.covingtonky.gov/contact-us/staff/view/joseph-u-meyer,https://i0.wp.com/secure.usmayors.org/mayorphotos/Meyer_Joseph!53242.jpg?w=1100&ssl=1,Covington,KY, 40366,http://www.covingtonky.com,2020-11-03
Robert R. Blythe,rblythe@richmond.ky.us,859-623-1000,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Blythe_Robert!54527.jpg?w=1100&ssl=1,Richmond,KY, 35894,http://richmond.ky.us,2022-11-08
Tom Prather,arlene.wilson@georgetownky.gov,502-863-9800,http://www.tompratherformayor.com/meet-tom/,https://i2.wp.com/secure.usmayors.org/mayorphotos/Prather_Tom!3536.jpg?w=1100&ssl=1,Georgetown,KY, 34395,http://georgetownky.gov,2022-11-08
Diane E. Whalen,diane.whalen@florence-ky.gov,859-647-8177,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Whalen_Diane!3535.jpg?w=1100&ssl=1,Florence,KY, 32479,http://www.florence-ky.gov,2022-11-08
Carter Hendricks,chendricks@hopkinsvilleky.us,270-890-0200,http://www.hoptown.org/departments/mayor/index.php,https://i1.wp.com/secure.usmayors.org/mayorphotos/Hendricks_Carter!2054.JPG?w=1100&ssl=1,Hopkinsville,KY, 31026,http://www.hoptown.org,2022-11-08
Jeff Gregory,jeff.gregory@elizabethtownky.gov,270-765-6121,,https://i0.wp.com/secure.usmayors.org/mayorphotos/0034N00002lFuX2.jpg?w=1100&ssl=1,Elizabethtown,KY, 30157,https://elizabethtownky.org,2022-11-08
William May,william.may59@gmail.com,502-875-8500,http://www.frankfort.ky.gov/572/Mayor-Bill-May,https://i2.wp.com/secure.usmayors.org/mayorphotos/May_William!409.jpg?w=1100&ssl=1,Frankfort,KY, 27679,http://www.frankfort.ky.gov,2020-11-03
Alan Keck,akeck@cityofsomerset.com,606-679-6366,https://keckforsomerset.com/about/,https://i2.wp.com/secure.usmayors.org/mayorphotos/Keck_Alan!54528.jpg?w=1100&ssl=1,Somerset,KY, 11486,http://www.cityofsomerset.com,2022-11-08
LaToya Cantrell,mayor@nola.gov,504-658-4994,https://ballotpedia.org/LaToya_Cantrell,https://i2.wp.com/secure.usmayors.org/mayorphotos/0036100001VlDdsAAF.jpg?w=1100&ssl=1,New Orleans,LA, 391006,http://www.nola.gov,2021-11-02
Sharon Weston Broome,mayor@brla.gov,225-389-5100,http://brgov.com/dept/Mayor/bio.htm,https://i2.wp.com/secure.usmayors.org/mayorphotos/0036100000yenNYAAY.jpg?w=1100&ssl=1,Baton Rouge,LA, 221599,http://brgov.com,2020-11-03
Adrian Perkins,mayor@shreveportla.gov,318-673-5050,https://www.shreveportla.gov/509/Office-of-the-Mayor,https://i1.wp.com/secure.usmayors.org/mayorphotos/0036100001iFqPoAAK.jpg?w=1100&ssl=1,Shreveport,LA, 188987,http://www.ci.shreveport.la.us,2022-11-08
Josh Guillory,mayorpresidentsoffice@lafayettela.gov,337-291-8300,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Guillory_Josh!54812.jpg?w=1100&ssl=1,Lafayette,LA, 126143,http://www.lafayettela.gov,2023-10-10
Nicholas 'Nic' Hunter,mayorsactionline@cityoflc.us,337-491-1388,https://www.cityoflakecharles.com/department/division.php?structureid=246,https://i2.wp.com/secure.usmayors.org/mayorphotos/Hunter_Nicholas!53553.jpg?w=1100&ssl=1,Lake Charles,LA, 78001,http://www.cityoflakecharles.com,2021-04-06
Lorenz 'Lo' J. Walker,mayorsoffice@bossiercity.org,318-741-8501,http://www.bossiercity.org/layouts/Mayor-Walker-Bio,https://i0.wp.com/secure.usmayors.org/mayorphotos/Walker_Lorenz!124.jpg?w=1100&ssl=1,Bossier City,LA, 68235,http://www.bossiercity.org,2021-04-06
Ben Zahn,kennermayor@kenner.la.us,504-468-7206,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Zahn_Ben!53362.jpg?w=1100&ssl=1,Kenner,LA, 66657,http://www.kenner.la.us,2022-03-26
James 'Jamie' E. Mayo,james.mayo@ci.monroe.la.us,318-329-2310,https://monroela.us/government/mayors-office/meet-the-mayor,https://i0.wp.com/secure.usmayors.org/mayorphotos/Mayo_James!762.jpg?w=1100&ssl=1,Monroe,LA, 47877,http://www.monroela.us,2020-07-11
Jeffrey W. Hall,jeffrey.hall@cityofalex.com,318-449-5000,https://www.cityofalexandriala.com/office-mayor,https://i0.wp.com/secure.usmayors.org/mayorphotos/Hall_Jeffrey!54494.jpg?w=1100&ssl=1,Alexandria,LA, 46776,http://www.cityofalexandriala.com,2022-11-08
Gordon 'Gordy' E. Dove,tpcgpresident@tpcg.org,985-873-6401,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Dove_Gordon!529.JPG?w=1100&ssl=1,Terrebonne,LA, 33727,http://www.tpcg.org,2023-10-10
Freddie DeCourt,fdecourt@cityofnewiberia.com,337-369-2300,,https://i2.wp.com/secure.usmayors.org/mayorphotos/DeCourt_Freddie!53245.jpg?w=1100&ssl=1,New Iberia,LA, 29099,http://www.CityofNewIberia.com,2020-11-03
Jennifer Vidrine,jennifervidrine@hotmail.com,337-831-0831,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Vidrine_Jennifer!3483.JPG?w=1100&ssl=1,Ville Platte,LA, 7071,http://www.cityofvilleplatte.com,2022-11-08
Rodney Grogan,rgrogan@cityofpattersonla.gov,985-395-5205,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Grogan_Rodney!3330.JPG?w=1100&ssl=1,Patterson,LA, 6112,http://www.cityofpattersonla.gov,2018-11-06
Leslie Draper III,mayordraper@simmesportla.com,318-941-2493,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Draper_Leslie!53313.jpg?w=1100&ssl=1,Simmesport,LA, 2239,,2020-11-03
Martin J. Walsh,mayor@boston.gov,617-635-3174,http://www.cityofboston.gov/mayor/bio.asp,https://i2.wp.com/secure.usmayors.org/mayorphotos/0036100000IFg6lAAD.jpg?w=1100&ssl=1,Boston,MA, 694583,http://www.cityofboston.gov,2021-11-02
Joseph M. Petty,mayor@worcesterma.gov,508-799-1153,http://www.worcesterma.gov/mayor,https://i2.wp.com/secure.usmayors.org/mayorphotos/Petty_Joseph!1300.JPG?w=1100&ssl=1,Worcester,MA, 185877,http://www.ci.worcester.ma.us,2021-11-02
Domenic J. Sarno,msarno@springfieldcityhall.com,413-787-6100,http://www.springfieldcityhall.com/COS/mayor.0.html,https://i1.wp.com/secure.usmayors.org/mayorphotos/Sarno_Domenic!1110.jpg?w=1100&ssl=1,Springfield,MA, 155032,http://springfield-ma.gov,2023-11-07
Sumbul Siddiqui,ssiddiqui@cambridgema.gov,617-349-4321,https://www.cambridgema.gov/Departments/citycouncil/citycouncilmembers/sumbulsiddiqui,https://i1.wp.com/secure.usmayors.org/mayorphotos/Siddiqui_Sumbul!54955.jpg?w=1100&ssl=1,Cambridge,MA, 118977,http://www.cambridgema.gov,2022-01-01
John Leahy,mayor@lowellma.gov,978-970-4040,https://www.lowellma.gov/Directory.aspx?EID=45,https://i1.wp.com/secure.usmayors.org/mayorphotos/Leahy_John!54956.jpg?w=1100&ssl=1,Lowell,MA, 111670,http://www.ci.lowell.ma.us,2022-01-01
Robert F. Sullivan,mayorsullivan@cobma.us,508-580-7123,https://brockton.ma.us/staff-member/robert-sullivan/,https://i0.wp.com/secure.usmayors.org/mayorphotos/Sullivan_Robert!54803.jpg?w=1100&ssl=1,Brockton,MA, 95777,http://www.brockton.ma.us,2021-11-02
Jon Mitchell,jon.mitchell@newbedford-ma.gov,508-979-1410,http://www.newbedford-ma.gov/Mayor/mayorbio.html,https://i2.wp.com/secure.usmayors.org/mayorphotos/0036100000IFgF5AAL.jpg?w=1100&ssl=1,New Bedford,MA, 95315,http://www.newbedford-ma.gov,2023-11-07
Thomas M. McGee,thomas.mcgee@lynnma.gov,781-598-4000,https://ballotpedia.org/Thomas_McGee,https://i2.wp.com/secure.usmayors.org/mayorphotos/McGee_Thomas!54005.jpg?w=1100&ssl=1,Lynn,MA, 94654,http://www.cityoflynn.net,2021-11-02
Thomas P. Koch,mayorkoch@quincyma.gov,617-376-1990,https://www.quincyma.gov/govt/elected/mayor/bio.htm,https://i1.wp.com/secure.usmayors.org/mayorphotos/Koch_Thomas!960.jpg?w=1100&ssl=1,Quincy,MA, 94580,http://ci.quincy.ma.us,2023-11-07
Paul Coogan,mayor@fallriverma.org,508-324-2600,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Coogan_Paul!54817.jpg?w=1100&ssl=1,Fall River,MA, 89661,http://www.fallriverma.org,2021-11-02
Ruthanne Fuller,rfuller@newtonma.gov,617-796-1100,http://www.newtonma.gov/gov/mayor/default.asp,https://i0.wp.com/secure.usmayors.org/mayorphotos/Fuller_Ruthanne!54003.jpg?w=1100&ssl=1,Newton,MA, 88904,http://www.newtonma.gov,2021-11-02
Joseph A. Curtatone,mayor@somervillema.gov,617-625-6600x2100,http://www.somervillema.gov/department.cfm?orgunit=MAYOR,https://i1.wp.com/secure.usmayors.org/mayorphotos/Curtatone_Joseph!1095.jpg?w=1100&ssl=1,Somerville,MA, 81562,http://www.somervillema.gov,2021-11-02
Daniel Rivera,mayorrivera@cityoflawrence.com,978-620-3013,https://www.cityoflawrence.com/456/Biography-of-Dan-Rivera,https://i1.wp.com/secure.usmayors.org/mayorphotos/0036100000IFgD2AAL.jpg?w=1100&ssl=1,Lawrence,MA, 80376,http://www.cityoflawrence.com,2021-11-02
Yvonne M. Spicer,mayorspicer@framinghamma.gov,508-532-5400,http://www.framinghamma.gov/2457/About-Mayor-Yvonne-M-Spicer,https://i0.wp.com/secure.usmayors.org/mayorphotos/Spicer_Yvonne!53965.jpg?w=1100&ssl=1,Framingham,MA, 73123,http://www.FraminghamMA.gov,2021-11-02
James J. Fiorentini,mayor@cityofhaverhill.com,978-374-2300,https://www.cityofhaverhill.com/government/mayors_office/(mayor_s_bio).php,https://i1.wp.com/secure.usmayors.org/mayorphotos/Fiorentini_James!495.jpg?w=1100&ssl=1,Haverhill,MA, 64041,http://www.ci.haverhill.ma.us,2021-11-02
Jeannette A. McCarthy,mayor@city.waltham.ma.us,781-314-3101,http://www.city.waltham.ma.us/mayors-office/pages/biography-of-mayor-jeannette-a-mccarthy,https://i0.wp.com/secure.usmayors.org/mayorphotos/McCarthy_Jeannette!1218.JPG?w=1100&ssl=1,Waltham,MA, 62962,http://www.city.waltham.ma.us,2023-11-07
Gary Christenson,mayor@cityofmalden.org,781-397-7000,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Christenson_Gary!683.JPG?w=1100&ssl=1,Malden,MA, 61036,http://www.cityofmalden.org,2023-11-07
Bernard Greene,bgreene@brooklinema.gov,857-225-0402,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Greene_Bernard!54723.jpg?w=1100&ssl=1,Brookline,MA, 58732,http://www.brooklinema.gov,2020-04-07
Breanna Lungo-Koehn,mayor@medford-ma.gov,781-393-2409,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Lungo-Koehn_Breanna!54860.jpg?w=1100&ssl=1,Medford,MA, 57765,http://www.medford.org,2021-11-02
Robert L. Hedlund,rhedlund@weymouth.ma.us,781-340-5012,https://ballotpedia.org/Robert_Hedlund,https://i0.wp.com/secure.usmayors.org/mayorphotos/Hedlund_Robert!1272.jpg?w=1100&ssl=1,Weymouth,MA, 57719,http://www.weymouth.ma.us,2023-11-07
Shaunna O'Connell,soconnell@taunton-ma.gov,508-821-1000,,https://i2.wp.com/secure.usmayors.org/mayorphotos/0034N00002SPWjX.jpg?w=1100&ssl=1,Taunton,MA, 57296,http://www.taunton-ma.gov,2021-11-02
Kenneth A. Tavares,townmanager-selectmen@townhall.plymouth.ma.us,508-747-1620,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Tavares_Kenneth!934.JPG?w=1100&ssl=1,Plymouth,MA, 56468,http://www.plymouth-ma.gov,2020-05-19
John L. Vieau,mayorvieau@chicopeema.gov,413-594-1500,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Vieau_John!54802.jpg?w=1100&ssl=1,Chicopee,MA, 55582,http://www.chicopeema.gov,2021-11-02
Brian M. Arrigo,barrigo@revere.org,781-286-8100,https://www.brianarrigo.com/about,https://i1.wp.com/secure.usmayors.org/mayorphotos/0036100000IFgHH.JPG?w=1100&ssl=1,Revere,MA, 53821,http://www.revere.org,2023-11-07
Edward A. Bettencourt Jr.,edward.bettencourt@peabody-ma.gov,978-538-5700,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Bettebcourt_Edward!900.JPG?w=1100&ssl=1,Peabody,MA, 53278,http://www.peabody-ma.gov,2021-11-02
Neil Perry,mayorperry@ci.methuen.ma.us,978-983-8505,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Perry_Neil!54861.jpg?w=1100&ssl=1,Methuen,MA, 50698,http://www.ci.methuen.ma.us,2021-11-02
Carlo DeMaria Jr.,mayorcarlo.demaria@ci.everett.ma.us,617-394-2270,http://www.ci.everett.ma.us/222/Meet-the-Mayor,https://i0.wp.com/secure.usmayors.org/mayorphotos/DeMaria_Carlo!365.jpg?w=1100&ssl=1,Everett,MA, 46880,http://www.cityofeverett.com,2021-11-02
James H. Crocker Jr.,wiannore@verizon.net,508-428-8800,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Crocker_James!54629.jpg?w=1100&ssl=1,Barnstable,MA, 45193,http://www.town.barnstable.ma.us,2021-01-01
Paul Heroux,paulheroux@cityofattleboro.us,508-223-2222-ext.-3221,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Heroux_Paul!54004.jpg?w=1100&ssl=1,Attleboro,MA, 45117,http://www.cityofattleboro.us,2021-11-02
Kimberly Driscoll,mayor@salem.com,978-619-5600,https://www.salem.com/mayors-office/pages/mayors-biography,https://i2.wp.com/secure.usmayors.org/mayorphotos/Driscoll_Kimberly!1027.jpg?w=1100&ssl=1,Salem,MA, 43559,http://www.salem.com,2021-11-02
Diane M. Mahon,dmahon@town.arlington.ma.us,781-646-9038,,https://i1.wp.com/secure.usmayors.org/mayorphotos/Mahon_Diane!54708.jpg?w=1100&ssl=1,Arlington,MA, 42844,http://www.town.arlington.ma.us,2020-04-07
Linda Tyer,mayorsoffice@pittsfieldch.com,413-499-9321,https://www.cityofpittsfield.org/government/mayors_office/mayor_s_biography.php,https://i2.wp.com/secure.usmayors.org/mayorphotos/Tyer_Linda!926.JPG?w=1100&ssl=1,Pittsfield,MA, 42533,https://www.cityofpittsfield.org,2023-11-07
Michael P. Cahill,mayorcahill@beverlyma.gov,978-605-2333,http://www.beverlyma.gov/departments/mayors-office/biography-city-of-beverly-mayor-michael-p-cahill/,https://i2.wp.com/secure.usmayors.org/mayorphotos/Cahill_Michael!102.JPG?w=1100&ssl=1,Beverly,MA, 42312,http://beverlyma.gov,2021-11-02
Dean J. Mazzarella,dmazzarella@leominster-ma.gov,978-534-7500,http://www.leominster-ma.gov/mayor_department_about_the_mayor.htm,https://i1.wp.com/secure.usmayors.org/mayorphotos/Mazzarella_Dean!634.jpg?w=1100&ssl=1,Leominster,MA, 41823,http://www.leominster-ma.gov,2021-11-02
Donald F. Humason Jr.,mayor@cityofwestfield.org,413-572-6201,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Humason_Donald!54862.jpg?w=1100&ssl=1,Westfield,MA, 41680,http://www.cityofwestfield.org,2021-11-02
Stephen L. DiNatale,mayor@fitchburgma.gov,978-829-1801,http://www.ci.fitchburg.ma.us/412/Mayors-Office,https://i0.wp.com/secure.usmayors.org/mayorphotos/DiNatale_Stephen!390.jpg?w=1100&ssl=1,Fitchburg,MA, 40882,http://www.ci.fitchburg.ma.us,2021-11-02
Scott D. Galvin,sgalvin@cityofwoburn.com,781-897-5901,http://cityofwoburn.com/index.aspx?nid=107,https://i0.wp.com/secure.usmayors.org/mayorphotos/Galvin_Scott!1292.jpg?w=1100&ssl=1,Woburn,MA, 40397,http://www.ci.woburn.ma.us,2021-11-02
Alex B. Morse,morsea@holyoke.org,413-322-5510,http://www.holyoke.org/departments/mayors-office/,https://i2.wp.com/secure.usmayors.org/mayorphotos/Morse_Alex!520.JPG?w=1100&ssl=1,Holyoke,MA, 40358,http://www.holyoke.org,2021-11-02
Ed Giroux,egiroux@town.billerica.ma.us,978-294-9743,,https://i2.wp.com/secure.usmayors.org/mayorphotos/Giroux_Ed!54722.jpg?w=1100&ssl=1,Billerica,MA, 40243,http://www.town.billerica.ma.us,2020-04-07
Arthur G. Vigeant,mayor@marlborough-ma.gov,508-460-3770,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Vigeant_Arthur!701.JPG?w=1100&ssl=1,Marlborough,MA, 39825,http://www.marlborough-ma.gov,2021-11-02
Lynn Griesemer,griesemerl@amherstma.gov,413-259-3001,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Griesemer_Lynn!54644.jpg?w=1100&ssl=1,Amherst,MA, 37819,http://www.amherstma.gov,2019-12-01
Charles C. Kokoros,mayorsoffice@braintreema.gov,781-794-8100,https://braintreema.gov/directory.aspx?eid=129,https://i0.wp.com/secure.usmayors.org/mayorphotos/Kokoros_Charles!54859.jpg?w=1100&ssl=1,Braintree,MA, 37250,http://www.braintreema.gov,2023-11-07
Maurice M. DePalo,mdepalo@shrewsburyma.gov,508-841-8504,,https://i2.wp.com/secure.usmayors.org/mayorphotos/DePalo_Maurice!54749.jpg?w=1100&ssl=1,Shrewsbury,MA, 35608,http://www.shrewsbury-ma.gov,2020-06-16
Damali Vidot,damalividot@chelseama.gov,617-466-4062,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Vidot_Damali!54144.jpg?w=1100&ssl=1,Chelsea,MA, 35177,http://www.ci.chelsea.ma.us,2020-01-01
Stanley M. Mickelson,smickelson@town.dartmouth.ma.us,508-910-1813,,https://i0.wp.com/secure.usmayors.org/mayorphotos/Mickelson_Stanley!54718.jpg?w=1100&ssl=1,Dartmouth,MA, 34307,http://www.town.dartmouth.ma.us,2020-04-07
Kenneth LeFebvre,klefebvre@townofchelmsford.us,978-761-0154,,https://i2.wp.com/secure.usmayors.org/mayorphotos/LeFebvre_Kenneth!54720.jpg?w=1100&ssl=1,Chelmsford,MA, 33802,http://www.townofchelmsford.us,2020-04-07
